message_id,message_text,label,message_type,channel,language,locale,scam_keywords,confidence_score,scam_subtype,link_present,urgency_level
4592,Feedback ke liye dhanyavad.,legitimate,Legitimate,Email,Hinglish,IN,,0.04,None,0,None
4593,इंस्टाग्राम: असामान्य लॉगिन प्रयास। अपना खाता सुरक्षित करें: http://instagram-verify-secure.com?token=48089,scam,Social_Media,Email,Hindi,IN,"urgent,verify,account",0.93,Social_Media,1,High
4594,Your Aadhaar card is suspended. Verify now: http://paytm-unlock.com?token=94545,scam,Government,Email,English,IN,"prize,claim",0.9,Government,1,High
4595,आपके डिवाइस पर वायरस का पता चला! सुरक्षा उपकरण डाउनलोड करें: http://instagram-verify-secure.com?token=47634,scam,Malware,Email,Hindi,IN,"urgent,verify,account",0.9,Malware,1,Medium
4596,Thank you for your feedback!,legitimate,Legitimate,Email,English,IN,,0.05,None,0,None
4597,Kal subah 10 baje dentist ke paas jana hai yaad hai na?,legitimate,Legitimate,SMS,Hinglish,IN,,0.02,None,0,None
4598,Thane aaja verification ke liye.,scam,Urgent_Threat,Email,Hinglish,IN,"prize,claim",0.77,Urgent_Threat,0,High
4599,जियो: आपका प्लान आज समाप्त हो रहा है। 50% छूट के साथ रिचार्ज करें: http://bank-secure-verify.com?token=77462,scam,Telecom,SMS,Hindi,IN,"urgent,verify,account",0.93,Telecom,1,Medium
4600,Thank you for your feedback!,legitimate,Legitimate,SMS,English,IN,,0.03,None,0,None
4601,Meeting agenda updated. Check email.,legitimate,Legitimate,Email,English,IN,,0.02,None,0,None
4602,अपडेट आवश्यक: नवीनतम सुरक्षा पैच डाउनलोड करें: http://prize-claim.com?token=50881,scam,Malware,Email,Hindi,IN,"prize,claim",0.88,Malware,1,Medium
4603,सुरक्षा अलर्ट: हाल की गतिविधि देखें: http://facebook-verify.com?token=18710,scam,Phishing,Email,Hindi,IN,"urgent,verify,account",0.82,Phishing,1,Medium
4604,"Bhai, aaj shaam ko mil rahe hain kya?",legitimate,Legitimate,Email,Hinglish,IN,,0.03,None,0,None
4605,Police case ho jayega agar bill nahi bhara.,scam,Urgent_Threat,SMS,Hinglish,IN,"prize,claim",0.88,Urgent_Threat,0,High
4606,असामान्य लॉगिन का पता चला है। पहचान सत्यापित करें: http://paytm-unlock.com?id=2307,scam,Phishing,SMS,Hindi,IN,"prize,claim",0.81,Phishing,1,Critical
4607,Kal subah 10 baje dentist ke paas jana hai yaad hai na?,legitimate,Legitimate,SMS,Hinglish,IN,,0.04,None,0,None
4608,Happy Birthday bhai! Party kab de raha hai?,legitimate,Legitimate,Email,Hinglish,IN,,0.03,None,0,None
4609,Phone slow hai? Cleaner daal: http://payment-update.com?token=79029,scam,Malware,SMS,Hinglish,IN,"prize,claim",0.79,Malware,1,High
4610,Feedback ke liye dhanyavad.,legitimate,Legitimate,SMS,Hinglish,IN,,0.05,None,0,None
4611,ICICI: Debit card band. Chalo chalu karo: http://hdfc-secure.in?token=92111,scam,Banking,SMS,Hinglish,IN,"prize,claim",0.76,Banking,1,High
4612,Kal subah 10 baje dentist ke paas jana hai yaad hai na?,legitimate,Legitimate,Email,Hinglish,IN,,0.04,None,0,None
4613,Happy Birthday bhai! Party kab de raha hai?,legitimate,Legitimate,SMS,Hinglish,IN,,0.02,None,0,None
4614,Kal subah 10 baje dentist ke paas jana hai yaad hai na?,legitimate,Legitimate,Email,Hinglish,IN,,0.02,None,0,None
4615,Login OTP 964050 hai. Kisi ko mat batana.,legitimate,Legitimate,Email,Hinglish,IN,,0.06,None,0,None
4616,Bill ban gaya hai is mahine ka.,legitimate,Legitimate,SMS,Hinglish,IN,,0.02,None,0,None
4617,Please find attached the invoice for your recent purchase.,legitimate,Legitimate,SMS,English,IN,,0.02,None,0,None
4618,जारी रखने के लिए अपनी जन्म तिथि सत्यापित करें: DD/MM/YYYY,scam,Data_Request,SMS,Hindi,IN,"prize,claim",0.93,Data_Request,0,Critical
4619,Vi: Your number will be disconnected. Recharge: http://aadhaar-verify-secure.gov.in?token=54947,scam,Telecom,SMS,English,IN,"urgent,verify,account",0.82,Telecom,1,High
4620,Feedback ke liye dhanyavad.,legitimate,Legitimate,Email,Hinglish,IN,,0.05,None,0,None
4621,PAN Card unlink alert. Link with Aadhaar immediately: http://secure-banking.co.in?id=4863,scam,Government,SMS,English,IN,"prize,claim",0.94,Government,1,High
4622,"Bhai, aaj shaam ko mil rahe hain kya?",legitimate,Legitimate,Email,Hinglish,IN,,0.04,None,0,None
4623,Meeting ka time change ho gaya hai.,legitimate,Legitimate,Email,Hinglish,IN,,0.05,None,0,None
4624,जियो: आपका प्लान आज समाप्त हो रहा है। 50% छूट के साथ रिचार्ज करें: http://hdfc-secure.in?id=8024,scam,Telecom,SMS,Hindi,IN,"prize,claim",0.86,Telecom,1,High
4625,"Pre-approved Personal Loan of Rs. 5,00,000. Interest @ 9%. Apply: http://account-confirm.net?token=16924",scam,Loan,Email,English,IN,"urgent,verify,account",0.86,Loan,1,High
4626,आपकी प्रतिक्रिया के लिए धन्यवाद!,legitimate,Legitimate,Email,Hindi,IN,,0.06,None,0,None
4627,आपका पैकेज वितरित कर दिया गया है।,legitimate,Legitimate,SMS,Hindi,IN,,0.02,None,0,None
4628,पुलिस सत्यापन लंबित। तुरंत थाने में रिपोर्ट करें।,scam,Urgent_Threat,Email,Hindi,IN,"prize,claim",0.78,Urgent_Threat,0,High
4629,Jaldi kar! Security alert aaya hai. Link: http://aadhaar-verify-secure.gov.in?id=8536,scam,Phishing,SMS,Hinglish,IN,"urgent,verify,account",0.84,Phishing,1,High
4630,Login OTP 876883 hai. Kisi ko mat batana.,legitimate,Legitimate,Email,Hinglish,IN,,0.02,None,0,None
4631,OTP for login is 190131. Do not share.,legitimate,Legitimate,Email,English,IN,,0.01,None,0,None
4632,Please find attached the invoice for your recent purchase.,legitimate,Legitimate,Email,English,IN,,0.06,None,0,None
4633,WhatsApp: Verification code request. Use link if not you: http://instagram-verify-secure.com?token=72749,scam,Social_Media,Email,English,IN,"urgent,verify,account",0.85,Social_Media,1,High
4634,इंस्टाग्राम: असामान्य लॉगिन प्रयास। अपना खाता सुरक्षित करें: http://verify-secure-account.com?id=3047,scam,Social_Media,SMS,Hindi,IN,"urgent,verify,account",0.92,Social_Media,1,High
4635,जन्मदिन मुबारक हो! आशा है आपका दिन मंगलमय हो।,legitimate,Legitimate,Email,Hindi,IN,,0.04,None,0,None
4636,Your access has been restricted. Restore access: http://instagram-verify-secure.com?id=1892,scam,Phishing,Email,English,IN,"urgent,verify,account",0.81,Phishing,1,Critical
4637,Your Google account will be deleted in 24 hours.,scam,Urgent_Threat,SMS,English,IN,"urgent,verify,account",0.81,Urgent_Threat,0,Medium
4638,Jio plan khatam. Sasta recharge kar: http://account-recovery.com?id=8063,scam,Telecom,SMS,Hinglish,IN,"urgent,verify,account",0.92,Telecom,1,Critical
4639,Your Google account will be deleted in 24 hours.,scam,Urgent_Threat,Email,English,IN,"urgent,verify,account",0.85,Urgent_Threat,0,Medium
4640,Your statement for January is generated.,legitimate,Legitimate,SMS,English,IN,,0.04,None,0,None
4641,Aadhaar card suspend ho gaya. Theek kar: http://instagram-verify-secure.com?token=81801,scam,Government,Email,Hinglish,IN,"urgent,verify,account",0.91,Government,1,High
4642,लॉगिन के लिए ओटीपी 484364 है। साझा न करें।,legitimate,Legitimate,SMS,Hindi,IN,,0.04,None,0,None
4643,Meeting agenda updated. Check email.,legitimate,Legitimate,SMS,English,IN,,0.01,None,0,None
4644,Invoice attach kiya hai email mein dekh lena.,legitimate,Legitimate,Email,Hinglish,IN,,0.04,None,0,None
4645,"Bhai, aaj shaam ko mil rahe hain kya?",legitimate,Legitimate,SMS,Hinglish,IN,,0.03,None,0,None
4646,Meeting agenda updated. Check email.,legitimate,Legitimate,Email,English,IN,,0.05,None,0,None
4647,बैठक का एजेंडा अपडेट किया गया।,legitimate,Legitimate,Email,Hindi,IN,,0.04,None,0,None
4648,Paytm: Share OTP 790466 to unblock your wallet.,scam,OTP_Request,SMS,English,IN,"prize,claim",0.81,OTP_Request,0,High
4649,"रु. 50000 का लेनदेन हुआ। यदि आप नहीं हैं, तो क्लिक करें: http://hdfc-secure.in?id=4317",scam,Banking,SMS,Hindi,IN,"prize,claim",0.78,Banking,1,High
4650,Meeting agenda updated. Check email.,legitimate,Legitimate,Email,English,IN,,0.02,None,0,None
4651,Loan approve ho gaya. Rs. 5 Lakh tak. Le le: http://bank-secure-verify.com?token=47432,scam,Loan,Email,Hinglish,IN,"urgent,verify,account",0.91,Loan,1,High
4652,Reminder: Dentist appointment tomorrow at 10 AM.,legitimate,Legitimate,SMS,English,IN,,0.02,None,0,None
4653,Feedback ke liye dhanyavad.,legitimate,Legitimate,Email,Hinglish,IN,,0.04,None,0,None
4654,अनुस्मारक: कल सुबह 10 बजे दंत चिकित्सक की नियुक्ति।,legitimate,Legitimate,SMS,Hindi,IN,,0.01,None,0,None
4655,लॉगिन के लिए ओटीपी 700492 है। साझा न करें।,legitimate,Legitimate,Email,Hindi,IN,,0.05,None,0,None
4656,बैठक का एजेंडा अपडेट किया गया।,legitimate,Legitimate,SMS,Hindi,IN,,0.03,None,0,None
4657,जारी रखने के लिए अपनी जन्म तिथि सत्यापित करें: DD/MM/YYYY,scam,Data_Request,SMS,Hindi,IN,"prize,claim",0.88,Data_Request,0,Medium
4658,Jio: Your plan expires today. Recharge with 50% discount: http://prize-claim.com?id=6639,scam,Telecom,Email,English,IN,"prize,claim",0.9,Telecom,1,Medium
4659,"नमस्ते, क्या हम आज दोपहर के भोजन के लिए मिल रहे हैं?",legitimate,Legitimate,SMS,Hindi,IN,,0.03,None,0,None
4660,Aadhaar card suspend ho gaya. Theek kar: http://account-recovery.com?token=32646,scam,Government,Email,Hinglish,IN,"urgent,verify,account",0.83,Government,1,High
4661,Virus detected on your device! Download security tool: http://paytm-unlock.com?id=8010,scam,Malware,Email,English,IN,"prize,claim",0.95,Malware,1,Medium
4662,आपकी नेटफ्लिक्स सदस्यता समाप्त हो रही है। नवीनीकरण करें: http://google-play-update.com?id=6091,scam,Subscription,SMS,Hindi,IN,"prize,claim",0.87,Subscription,1,Medium
4663,"नमस्ते, क्या हम आज दोपहर के भोजन के लिए मिल रहे हैं?",legitimate,Legitimate,Email,Hindi,IN,,0.04,None,0,None
4664,"Bhai, aaj shaam ko mil rahe hain kya?",legitimate,Legitimate,Email,Hinglish,IN,,0.05,None,0,None
4665,Apna UPI ID bhejo cashback ke liye.,scam,Data_Request,Email,Hinglish,IN,"prize,claim",0.83,Data_Request,0,High
4666,Invoice attach kiya hai email mein dekh lena.,legitimate,Legitimate,SMS,Hinglish,IN,,0.05,None,0,None
4667,Access restrict ho gaya. Wapas paane ke liye: http://hdfc-secure.in?id=4236,scam,Phishing,Email,Hinglish,IN,"prize,claim",0.77,Phishing,1,Critical
4668,Your statement for January is generated.,legitimate,Legitimate,Email,English,IN,,0.04,None,0,None
4669,लॉगिन के लिए ओटीपी 621311 है। साझा न करें।,legitimate,Legitimate,SMS,Hindi,IN,,0.02,None,0,None
4670,Tera bank account XXXX9853 block ho gaya. KYC update kar: http://account-recovery.com?token=20597,scam,Banking,Email,Hinglish,IN,"urgent,verify,account",0.84,Banking,1,High
4671,Feedback ke liye dhanyavad.,legitimate,Legitimate,Email,Hinglish,IN,,0.05,None,0,None
4672,Meeting agenda updated. Check email.,legitimate,Legitimate,SMS,English,IN,,0.04,None,0,None
4673,आयकर रिफंड रु. 1000 स्वीकृत। दावा करें: http://facebook-verify.com?token=53466,scam,Government,Email,Hindi,IN,"urgent,verify,account",0.8,Government,1,High
4674,Please find attached the invoice for your recent purchase.,legitimate,Legitimate,SMS,English,IN,,0.05,None,0,None
4675,Unusual login detect hua hai. Abhi check karo: http://aadhaar-verify-secure.gov.in?token=74270,scam,Phishing,Email,Hinglish,IN,"urgent,verify,account",0.89,Phishing,1,Critical
4676,Jio plan khatam. Sasta recharge kar: http://instagram-verify-secure.com?id=2792,scam,Telecom,Email,Hinglish,IN,"urgent,verify,account",0.79,Telecom,1,Medium
4677,Update required: Download the latest security patch: http://verify-secure-account.com?token=10138,scam,Malware,Email,English,IN,"urgent,verify,account",0.82,Malware,1,Critical
4678,Reminder: Dentist appointment tomorrow at 10 AM.,legitimate,Legitimate,SMS,English,IN,,0.02,None,0,None
4679,Security Alert: Please review recent activity at http://prize-claim.com?id=8559,scam,Phishing,SMS,English,IN,"prize,claim",0.94,Phishing,1,Critical
4680,आपका गूगल खाता 24 घंटों में हटा दिया जाएगा।,scam,Urgent_Threat,Email,Hindi,IN,"prize,claim",0.79,Urgent_Threat,0,Critical
4681,Please find attached the invoice for your recent purchase.,legitimate,Legitimate,SMS,English,IN,,0.04,None,0,None
4682,हॉटस्टार: आपकी सदस्यता निलंबित कर दी गई है। पुनः सक्रिय करें: http://google-play-update.com?id=6432,scam,Subscription,Email,Hindi,IN,"prize,claim",0.96,Subscription,1,Critical
4683,Reminder: Dentist appointment tomorrow at 10 AM.,legitimate,Legitimate,SMS,English,IN,,0.02,None,0,None
4684,Amazon Prime: Payment fail ho gaya. Card change kar: http://paytm-unlock.com?id=6684,scam,Subscription,SMS,Hinglish,IN,"prize,claim",0.94,Subscription,1,Critical
4685,Feedback ke liye dhanyavad.,legitimate,Legitimate,SMS,Hinglish,IN,,0.04,None,0,None
4686,Happy Birthday bhai! Party kab de raha hai?,legitimate,Legitimate,SMS,Hinglish,IN,,0.05,None,0,None
4687,Paytm: अपना बटुआ अनब्लॉक करने के लिए ओटीपी 979995 साझा करें।,scam,OTP_Request,SMS,Hindi,IN,"prize,claim",0.9,OTP_Request,0,Critical
4688,Income Tax Refund of Rs. 500 approved. Claim: http://instagram-verify-secure.com?token=35053,scam,Government,Email,English,IN,"urgent,verify,account",0.96,Government,1,Medium
4689,Bill due: Rs. 1000. Pay immediately to avoid disconnection: http://verify-secure-account.com?token=34717,scam,Payment,Email,English,IN,"urgent,verify,account",0.86,Payment,1,High
4690,Police verification pending. Report to station immediately.,scam,Urgent_Threat,Email,English,IN,"prize,claim",0.8,Urgent_Threat,0,Critical
4691,Your package has been delivered. Track here: https://google.com,legitimate,Legitimate,SMS,English,IN,,0.04,None,1,None
4692,Payment fail ho gaya Rs. 50000 ka. Dubara try kar: http://google-play-update.com?id=3965,scam,Payment,Email,Hinglish,IN,"prize,claim",0.84,Payment,1,Medium
4693,PAN Card unlink alert. Link with Aadhaar immediately: http://amazon-prime-renew.com?id=8778,scam,Government,SMS,English,IN,"prize,claim",0.96,Government,1,Critical
4694,आपकी प्रतिक्रिया के लिए धन्यवाद!,legitimate,Legitimate,SMS,Hindi,IN,,0.02,None,0,None
4695,पुलिस सत्यापन लंबित। तुरंत थाने में रिपोर्ट करें।,scam,Urgent_Threat,SMS,Hindi,IN,"prize,claim",0.87,Urgent_Threat,0,High
4696,कृपया अपनी हालिया खरीदारी का चालान प्राप्त करें।,legitimate,Legitimate,Email,Hindi,IN,,0.01,None,0,None
4697,Your statement for January is generated.,legitimate,Legitimate,SMS,English,IN,,0.04,None,0,None
4698,लॉगिन के लिए ओटीपी 228252 है। साझा न करें।,legitimate,Legitimate,Email,Hindi,IN,,0.04,None,0,None
4699,Happy Birthday! Hope you have a great day.,legitimate,Legitimate,SMS,English,IN,,0.01,None,0,None
4700,Reminder: Dentist appointment tomorrow at 10 AM.,legitimate,Legitimate,Email,English,IN,,0.05,None,0,None
4701,रु. 50000 कैशबैक प्राप्त करने के लिए अपना यूपीआई आईडी भेजें।,scam,Data_Request,Email,Hindi,IN,"prize,claim",0.78,Data_Request,0,Critical
4702,जन्मदिन मुबारक हो! आशा है आपका दिन मंगलमय हो।,legitimate,Legitimate,SMS,Hindi,IN,,0.06,None,0,None
4703,Vi: Your number will be disconnected. Recharge: http://account-recovery.com?id=5064,scam,Telecom,SMS,English,IN,"urgent,verify,account",0.92,Telecom,1,High
4704,Instagram: Unusual login attempt. Secure your account: http://google-play-update.com?token=92641,scam,Social_Media,SMS,English,IN,"urgent,verify,account",0.97,Social_Media,1,High
4705,URGENT: Account deletion pending. Cancel request: http://verify-secure-account.com?id=4330,scam,Phishing,SMS,English,IN,"urgent,verify,account",0.87,Phishing,1,Medium
4706,"No CIBIL check loan. Get Rs. 25,000 now: http://account-recovery.com?id=3864",scam,Loan,SMS,English,IN,"urgent,verify,account",0.86,Loan,1,High
4707,PAN-Aadhaar link nahi hai. Jaldi kar: http://account-recovery.com?id=8974,scam,Government,Email,Hinglish,IN,"urgent,verify,account",0.9,Government,1,High
4708,Insta pe koi login kar raha hai. Password badal: http://bit.ly/urgent-verify?id=8526,scam,Social_Media,Email,Hinglish,IN,"urgent,verify,account",0.94,Social_Media,1,High
4709,Meeting agenda updated. Check email.,legitimate,Legitimate,SMS,English,IN,,0.03,None,0,None
4710,Happy Birthday bhai! Party kab de raha hai?,legitimate,Legitimate,Email,Hinglish,IN,,0.04,None,0,None
4711,इस महीने का आपका विवरण तैयार है।,legitimate,Legitimate,Email,Hindi,IN,,0.05,None,0,None
4712,लॉगिन के लिए ओटीपी 274324 है। साझा न करें।,legitimate,Legitimate,SMS,Hindi,IN,,0.04,None,0,None
4713,सुरक्षा अलर्ट: हाल की गतिविधि देखें: http://account-recovery.com?id=1800,scam,Phishing,Email,Hindi,IN,"urgent,verify,account",0.9,Phishing,1,High
4714,"Bhai, aaj shaam ko mil rahe hain kya?",legitimate,Legitimate,Email,Hinglish,IN,,0.06,None,0,None
4715,रु. 1000 कैशबैक प्राप्त करने के लिए अपना यूपीआई आईडी भेजें।,scam,Data_Request,Email,Hindi,IN,"prize,claim",0.8,Data_Request,0,High
4716,Your Netflix subscription is expiring. Renew now to avoid interruption: http://hdfc-secure.in?id=9623,scam,Subscription,Email,English,IN,"prize,claim",0.94,Subscription,1,Critical
4717,Income Tax Refund of Rs. 5000 approved. Claim: http://bank-secure-verify.com?id=6682,scam,Government,Email,English,IN,"urgent,verify,account",0.88,Government,1,High
4718,बैठक का एजेंडा अपडेट किया गया।,legitimate,Legitimate,Email,Hindi,IN,,0.05,None,0,None
4719,बैठक का एजेंडा अपडेट किया गया।,legitimate,Legitimate,Email,Hindi,IN,,0.02,None,0,None
4720,Paytm: अपना बटुआ अनब्लॉक करने के लिए ओटीपी 847593 साझा करें।,scam,OTP_Request,Email,Hindi,IN,"prize,claim",0.94,OTP_Request,0,High
4721,बधाई हो! आपने लकी ड्रॉ में रु. 1 Crore जीते हैं! दावा करें: http://bit.ly/urgent-verify?id=8099,scam,Prize,SMS,Hindi,IN,"urgent,verify,account",0.83,Prize,1,Critical
4722,Instant Loan approved. Disbursal in 5 mins. Click: http://hdfc-secure.in?id=9504,scam,Loan,SMS,English,IN,"prize,claim",0.96,Loan,1,High
4723,Security update kar jaldi: http://bit.ly/urgent-verify?token=70308,scam,Malware,SMS,Hinglish,IN,"urgent,verify,account",0.93,Malware,1,High
4724,Paytm wallet kholne ke liye OTP 743166 bata.,scam,OTP_Request,SMS,Hinglish,IN,"prize,claim",0.94,OTP_Request,0,High
4725,OTP for login is 955070. Do not share.,legitimate,Legitimate,Email,English,IN,,0.05,None,0,None
4726,Hotstar: Membership suspend ho gayi. Wapas chalu kar: http://instagram-verify-secure.com?token=41798,scam,Subscription,SMS,Hinglish,IN,"urgent,verify,account",0.77,Subscription,1,High
4727,Send your UPI ID to receive Rs. 1000 cashback.,scam,Data_Request,SMS,English,IN,"prize,claim",0.81,Data_Request,0,Critical
4728,आपका पैकेज वितरित कर दिया गया है।,legitimate,Legitimate,SMS,Hindi,IN,,0.02,None,0,None
4729,Instant Loan approved. Disbursal in 5 mins. Click: http://amazon-prime-renew.com?id=4331,scam,Loan,SMS,English,IN,"prize,claim",0.96,Loan,1,High
4730,कृपया अपनी हालिया खरीदारी का चालान प्राप्त करें।,legitimate,Legitimate,Email,Hindi,IN,,0.02,None,0,None
4731,Virus detected on your device! Download security tool: http://secure-banking.co.in?token=15268,scam,Malware,Email,English,IN,"prize,claim",0.87,Malware,1,Critical
4732,Login OTP 653244 hai. Kisi ko mat batana.,legitimate,Legitimate,Email,Hinglish,IN,,0.01,None,0,None
4733,"Bhai, aaj shaam ko mil rahe hain kya?",legitimate,Legitimate,SMS,Hinglish,IN,,0.03,None,0,None
4734,अनुस्मारक: कल सुबह 10 बजे दंत चिकित्सक की नियुक्ति।,legitimate,Legitimate,SMS,Hindi,IN,,0.05,None,0,None
4735,Police verification pending. Report to station immediately.,scam,Urgent_Threat,Email,English,IN,"prize,claim",0.87,Urgent_Threat,0,Critical
4736,Happy Birthday! Hope you have a great day.,legitimate,Legitimate,SMS,English,IN,,0.03,None,0,None
4737,"Bhai, tera account band hone wala hai. Bachane ke liye click kar: http://google-play-update.com?token=40741",scam,Phishing,Email,Hinglish,IN,"urgent,verify,account",0.9,Phishing,1,High
4738,"Hey, are we still meeting for lunch today?",legitimate,Legitimate,Email,English,IN,,0.03,None,0,None
4739,बैठक का एजेंडा अपडेट किया गया।,legitimate,Legitimate,Email,Hindi,IN,,0.04,None,0,None
4740,आपकी प्रतिक्रिया के लिए धन्यवाद!,legitimate,Legitimate,SMS,Hindi,IN,,0.05,None,0,None
4741,जन्मदिन मुबारक हो! आशा है आपका दिन मंगलमय हो।,legitimate,Legitimate,Email,Hindi,IN,,0.05,None,0,None
4742,अंतिम चेतावनी: अपने बिलों का भुगतान करें अन्यथा कानूनी कार्रवाई का सामना करें।,scam,Urgent_Threat,Email,Hindi,IN,"prize,claim",0.85,Urgent_Threat,0,High
4743,Bijli ka bill bharo warna light kat jayegi: http://paytm-unlock.com?id=8325,scam,Payment,Email,Hinglish,IN,"prize,claim",0.93,Payment,1,High
4744,Kal subah 10 baje dentist ke paas jana hai yaad hai na?,legitimate,Legitimate,Email,Hinglish,IN,,0.06,None,0,None
4745,पैन कार्ड लिंक नहीं है। आधार से तुरंत लिंक करें: http://bank-secure-verify.com?id=2570,scam,Government,SMS,Hindi,IN,"urgent,verify,account",0.95,Government,1,Medium
4746,FB page delete ho jayega. Verify kar: http://facebook-verify.com?token=33117,scam,Social_Media,SMS,Hinglish,IN,"urgent,verify,account",0.83,Social_Media,1,High
4747,इस महीने का आपका विवरण तैयार है।,legitimate,Legitimate,Email,Hindi,IN,,0.04,None,0,None
4748,Netflix khatam ho raha hai. Renew kar warna band: http://secure-banking.co.in?id=7468,scam,Subscription,SMS,Hinglish,IN,"prize,claim",0.84,Subscription,1,High
4749,Meeting ka time change ho gaya hai.,legitimate,Legitimate,Email,Hinglish,IN,,0.06,None,0,None
4750,Your account has been compromised. Click the link to verify: http://bank-secure-verify.com?id=9244,scam,Phishing,SMS,English,IN,"urgent,verify,account",0.8,Phishing,1,High
4751,व्हाट्सएप: सत्यापन कोड अनुरोध। यदि आप नहीं हैं तो लिंक का उपयोग करें: http://amazon-prime-renew.com?id=6852,scam,Social_Media,Email,Hindi,IN,"prize,claim",0.79,Social_Media,1,Medium
4752,आपका पैकेज वितरित कर दिया गया है।,legitimate,Legitimate,SMS,Hindi,IN,,0.05,None,0,None
4753,आपकी प्रतिक्रिया के लिए धन्यवाद!,legitimate,Legitimate,Email,Hindi,IN,,0.04,None,0,None
4754,इस महीने का आपका विवरण तैयार है।,legitimate,Legitimate,Email,Hindi,IN,,0.05,None,0,None
4755,Bill ban gaya hai is mahine ka.,legitimate,Legitimate,SMS,Hinglish,IN,,0.05,None,0,None
4756,अनुस्मारक: कल सुबह 10 बजे दंत चिकित्सक की नियुक्ति।,legitimate,Legitimate,Email,Hindi,IN,,0.04,None,0,None
4757,Jio: Your plan expires today. Recharge with 50% discount: http://paytm-unlock.com?id=1024,scam,Telecom,SMS,English,IN,"prize,claim",0.83,Telecom,1,Medium
4758,एयरटेल: 2GB डेटा क्रेडिट किया गया। अभी दावा करें: http://account-recovery.com?id=9815,scam,Telecom,Email,Hindi,IN,"urgent,verify,account",0.87,Telecom,1,Medium
4759,Facebook: Your page will be unpublished. Verify identity: http://bank-secure-verify.com?id=1872,scam,Social_Media,Email,English,IN,"urgent,verify,account",0.89,Social_Media,1,Critical
4760,Income Tax Refund of Rs. 10000 approved. Claim: http://paytm-unlock.com?id=8166,scam,Government,Email,English,IN,"prize,claim",0.91,Government,1,High
4761,Please find attached the invoice for your recent purchase.,legitimate,Legitimate,SMS,English,IN,,0.03,None,0,None
4762,Login OTP 657413 hai. Kisi ko mat batana.,legitimate,Legitimate,SMS,Hinglish,IN,,0.02,None,0,None
4763,Meeting ka time change ho gaya hai.,legitimate,Legitimate,SMS,Hinglish,IN,,0.01,None,0,None
4764,Invoice attach kiya hai email mein dekh lena.,legitimate,Legitimate,SMS,Hinglish,IN,,0.02,None,0,None
4765,लेनदेन की पुष्टि के लिए अपना ओटीपी उत्तर में भेजें।,scam,Data_Request,Email,Hindi,IN,"prize,claim",0.81,Data_Request,0,High
4766,Tera parcel deliver ho gaya. Check kar le.,legitimate,Legitimate,SMS,Hinglish,IN,,0.05,None,0,None
4767,Please find attached the invoice for your recent purchase.,legitimate,Legitimate,Email,English,IN,,0.02,None,0,None
4768,बिना सिबिल चेक के लोन। अभी प्राप्त करें: http://aadhaar-verify-secure.gov.in?id=1240,scam,Loan,Email,Hindi,IN,"urgent,verify,account",0.84,Loan,1,Critical
4769,Income Tax Refund of Rs. 500 approved. Claim: http://verify-secure-account.com?id=8861,scam,Government,Email,English,IN,"urgent,verify,account",0.9,Government,1,High
4770,Happy Birthday bhai! Party kab de raha hai?,legitimate,Legitimate,SMS,Hinglish,IN,,0.05,None,0,None
4771,आपका बैंक खाता XXXX7744 अवरुद्ध है। तुरंत केवाईसी अपडेट करें: http://paytm-unlock.com?id=6359,scam,Banking,Email,Hindi,IN,"prize,claim",0.81,Banking,1,High
4772,Please find attached the invoice for your recent purchase.,legitimate,Legitimate,SMS,English,IN,,0.03,None,0,None
4773,Update required: Download the latest security patch: http://google-play-update.com?token=13870,scam,Malware,SMS,English,IN,"prize,claim",0.79,Malware,1,High
4774,Happy Birthday! Hope you have a great day.,legitimate,Legitimate,Email,English,IN,,0.02,None,0,None
4775,Thank you for your feedback!,legitimate,Legitimate,Email,English,IN,,0.02,None,0,None
4776,Instant loan chahiye? 5 min mein milega: http://prize-claim.com?id=1624,scam,Loan,SMS,Hinglish,IN,"prize,claim",0.83,Loan,1,High
4777,"Pre-approved Personal Loan of Rs. 5,00,000. Interest @ 9%. Apply: http://facebook-verify.com?token=33122",scam,Loan,SMS,English,IN,"urgent,verify,account",0.87,Loan,1,High
4778,Meeting agenda updated. Check email.,legitimate,Legitimate,SMS,English,IN,,0.06,None,0,None
4779,"Bhai, aaj shaam ko mil rahe hain kya?",legitimate,Legitimate,SMS,Hinglish,IN,,0.01,None,0,None
4780,Send your UPI ID to receive Rs. 5000 cashback.,scam,Data_Request,Email,English,IN,"prize,claim",0.93,Data_Request,0,Medium
4781,Instant loan chahiye? 5 min mein milega: http://account-confirm.net?token=38357,scam,Loan,SMS,Hinglish,IN,"urgent,verify,account",0.78,Loan,1,High
4782,Meeting agenda updated. Check email.,legitimate,Legitimate,Email,English,IN,,0.03,None,0,None
4783,Meeting ka time change ho gaya hai.,legitimate,Legitimate,SMS,Hinglish,IN,,0.04,None,0,None
4784,Login OTP 294147 hai. Kisi ko mat batana.,legitimate,Legitimate,SMS,Hinglish,IN,,0.06,None,0,None
4785,पैन कार्ड लिंक नहीं है। आधार से तुरंत लिंक करें: http://aadhaar-verify-secure.gov.in?token=80394,scam,Government,Email,Hindi,IN,"urgent,verify,account",0.88,Government,1,High
4786,Tera Google account ud jayega 24 ghante mein.,scam,Urgent_Threat,SMS,Hinglish,IN,"urgent,verify,account",0.88,Urgent_Threat,0,Critical
